id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,fiscal_year,free_cash_flow,net_profit,cash_conversion_ratio
767,LICI,Mar 2024,26122.0,-25269.0,-4427.0,-3574.0,2024,853.0,40916.0,0.6384299540522045
777,LODHA,Mar 2016,387.0,-854.0,330.0,-137.0,2016,-467.0,703.0,0.55049786628734
778,LODHA,Mar 2017,1469.0,-1174.0,-312.0,-16.0,2017,295.0,584.0,2.5154109589041096
779,LODHA,Mar 2018,696.0,-651.0,24.0,69.0,2018,45.0,794.0,0.8765743073047859
780,LODHA,Mar 2019,-463.0,-175.0,736.0,97.0,2019,-638.0,1644.0,-0.2816301703163017
781,LODHA,Mar 2020,3772.0,182.0,-4188.0,-234.0,2020,3954.0,742.0,5.083557951482479
782,LODHA,Mar 2021,2524.0,420.0,-2835.0,109.0,2021,2944.0,48.0,52.583333333333336
783,LODHA,Mar 2022,1998.0,1139.0,-2888.0,250.0,2022,3137.0,1208.0,1.653973509933775
784,LODHA,Mar 2023,2750.0,1789.0,-3706.0,834.0,2023,4539.0,490.0,5.612244897959184
785,LODHA,Mar 2024,2512.0,-2947.0,951.0,516.0,2024,-435.0,1554.0,1.6164736164736164
786,LT,Mar 2013,-4355.0,-6922.0,11429.0,152.0,2013,-11277.0,5291.0,-0.8230958230958231
787,LT,Mar 2014,-7143.0,-5510.0,13136.0,483.0,2014,-12653.0,4885.0,-1.462231320368475
788,LT,Mar 2015,-1365.0,-4778.0,7903.0,1759.0,2015,-6143.0,4966.0,-0.27486910994764396
789,LT,Mar 2016,-3240.0,-4627.0,7253.0,-613.0,2016,-7867.0,4592.0,-0.705574912891986
790,LT,Mar 2017,6655.0,-9796.0,2896.0,-245.0,2017,-3141.0,6486.0,1.0260561208757324
791,LT,Mar 2018,-10031.0,3914.0,9370.0,3254.0,2018,-6117.0,8004.0,-1.253248375812094
792,LT,Mar 2019,-4756.0,-11023.0,15440.0,-338.0,2019,-15779.0,10217.0,-0.46549867867280026
793,LT,Mar 2020,6694.0,-8408.0,6372.0,4658.0,2020,-1714.0,10894.0,0.6144666789058197
794,LT,Mar 2021,23074.0,-5750.0,-15274.0,2049.0,2021,17324.0,12921.0,1.7857750948069036
795,LT,Mar 2022,19164.0,-3585.0,-15181.0,397.0,2022,15579.0,10419.0,1.8393319896343219
796,LT,Mar 2023,22777.0,-8048.0,-11572.0,3156.0,2023,14729.0,12531.0,1.8176522224882292
797,LT,Mar 2024,18266.0,2179.0,-25413.0,-4968.0,2024,20445.0,15547.0,1.1748890461182222
798,LTIM,Mar 2013,608.0,-224.0,-396.0,-13.0,2013,384.0,562.0,1.0818505338078293
799,LTIM,Mar 2014,628.0,180.0,-769.0,40.0,2014,808.0,996.0,0.6305220883534136
800,LTIM,Mar 2015,642.0,-103.0,-497.0,42.0,2015,539.0,769.0,0.834850455136541
801,LTIM,Mar 2016,858.0,-40.0,-817.0,2.0,2016,818.0,836.0,1.0263157894736843
802,LTIM,Mar 2017,1170.0,-961.0,-33.0,176.0,2017,209.0,971.0,1.2049433573635426
803,LTIM,Mar 2018,844.0,-452.0,-408.0,-16.0,2018,392.0,1112.0,0.7589928057553957
804,LTIM,Mar 2019,1395.0,-749.0,-594.0,52.0,2019,646.0,1516.0,0.9201846965699209
805,LTIM,Mar 2020,1644.0,-643.0,-890.0,110.0,2020,1001.0,1520.0,1.081578947368421
806,LTIM,Mar 2021,2400.0,-1657.0,-509.0,234.0,2021,743.0,1938.0,1.238390092879257
807,LTIM,Mar 2022,3251.0,-1643.0,-1680.0,-73.0,2022,1608.0,3950.0,0.8230379746835443
808,LTIM,Mar 2023,3095.0,-271.0,-1932.0,892.0,2023,2824.0,4410.0,0.7018140589569161
809,LTIM,Mar 2024,5670.0,-3918.0,-2269.0,-518.0,2024,1752.0,4585.0,1.2366412213740459
810,M&M,Mar 2013,-922.0,-2903.0,4508.0,684.0,2013,-3825.0,4129.0,-0.223298619520465
811,M&M,Mar 2014,-244.0,-4524.0,5577.0,810.0,2014,-4768.0,5154.0,-0.0473418703919286
812,M&M,Mar 2015,1055.0,-4357.0,1669.0,-1633.0,2015,-3302.0,3381.0,0.3120378586217096
813,M&M,Mar 2016,2385.0,-5506.0,2967.0,-154.0,2016,-3121.0,3554.0,0.6710748452447945
814,M&M,Mar 2017,183.0,-5875.0,6108.0,416.0,2017,-5692.0,4051.0,0.04517403110343125
815,M&M,Mar 2018,682.0,-5467.0,6314.0,1529.0,2018,-4785.0,7958.0,0.0856999246041719
816,M&M,Mar 2019,-4347.0,-7174.0,13194.0,1672.0,2019,-11521.0,6017.0,-0.7224530496925378
817,M&M,Mar 2020,-1457.0,-6870.0,6933.0,-1394.0,2020,-8327.0,-321.0,4.538940809968848
818,M&M,Mar 2021,17909.0,-19686.0,406.0,-1370.0,2021,-1777.0,1512.0,11.84457671957672
819,M&M,Mar 2022,9248.0,-3252.0,-5883.0,113.0,2022,5996.0,7253.0,1.2750585964428511
820,M&M,Mar 2023,-7074.0,-8866.0,15946.0,6.0,2023,-15940.0,11374.0,-0.6219447863548444
821,M&M,Mar 2024,-5630.0,-5615.0,12281.0,1037.0,2024,-11245.0,12270.0,-0.4588427057864711
822,MARUTI,Mar 2013,4059.0,-3119.0,-979.0,-39.0,2013,940.0,2470.0,1.6433198380566802
823,MARUTI,Mar 2014,4995.0,-4997.0,-74.0,-76.0,2014,-2.0,2854.0,1.750175192711983
824,MARUTI,Mar 2015,6449.0,-4491.0,-2004.0,-45.0,2015,1958.0,3809.0,1.693095300603833
825,MARUTI,Mar 2016,8482.0,-7230.0,-1237.0,16.0,2016,1252.0,5497.0,1.543023467345825
826,MARUTI,Mar 2017,10282.0,-9173.0,-1129.0,-20.0,2017,1109.0,7511.0,1.3689255758221275
827,MARUTI,Mar 2018,11788.0,-8302.0,-3436.0,50.0,2018,3486.0,7881.0,1.4957492703971578
828,MARUTI,Mar 2019,6601.0,-3540.0,-2948.0,113.0,2019,3061.0,7651.0,0.8627630375114365
829,MARUTI,Mar 2020,3496.0,-557.0,-3104.0,-165.0,2020,2939.0,5678.0,0.6157097569566748
830,MARUTI,Mar 2021,8856.0,-7291.0,-1545.0,20.0,2021,1565.0,4389.0,2.017771701982228
831,MARUTI,Mar 2022,1840.0,-239.0,-1607.0,-6.0,2022,1601.0,3880.0,0.4742268041237113
832,MARUTI,Mar 2023,10815.0,-8820.0,-1214.0,780.0,2023,1995.0,8264.0,1.3086882865440466
833,MARUTI,Mar 2024,16801.0,-11865.0,-4062.0,874.0,2024,4936.0,13488.0,1.2456257413997627
834,MOTHERSON,Mar 2013,1486.0,-1089.0,-256.0,142.0,2013,397.0,452.0,3.2876106194690267
835,MOTHERSON,Mar 2014,2695.0,-1372.0,-1080.0,243.0,2014,1323.0,1097.0,2.456700091157703
836,MOTHERSON,Mar 2015,3390.0,-2844.0,494.0,1040.0,2015,546.0,1292.0,2.623839009287926
837,MOTHERSON,Mar 2016,2188.0,-1906.0,-263.0,19.0,2016,282.0,1774.0,1.23337091319053
838,MOTHERSON,Mar 2017,3800.0,-6145.0,5518.0,3172.0,2017,-2345.0,2172.0,1.7495395948434622
839,MOTHERSON,Mar 2018,3264.0,-3194.0,-2221.0,-2152.0,2018,70.0,2260.0,1.4442477876106194
840,MOTHERSON,Mar 2019,4312.0,-3318.0,-225.0,769.0,2019,994.0,2098.0,2.0552907530981885
841,MOTHERSON,Mar 2020,6352.0,-2220.0,-2803.0,1329.0,2020,4132.0,1294.0,4.908809891808346
842,MOTHERSON,Mar 2021,5051.0,-1886.0,-2098.0,1068.0,2021,3165.0,1569.0,3.2192479286169533
843,MOTHERSON,Mar 2022,2463.0,-2304.0,-1217.0,-1059.0,2022,159.0,1182.0,2.083756345177665
844,MOTHERSON,Mar 2023,4643.0,-2248.0,-2734.0,-339.0,2023,2395.0,1670.0,2.7802395209580837
845,MOTHERSON,Mar 2024,7569.0,-6644.0,1281.0,2205.0,2024,925.0,3020.0,2.5062913907284767
846,NAUKRI,Mar 2013,75.0,-46.0,-12.0,16.0,2013,29.0,76.0,0.9868421052631579
847,NAUKRI,Mar 2014,81.0,-204.0,130.0,7.0,2014,-123.0,60.0,1.35
848,NAUKRI,Mar 2015,51.0,-1051.0,1025.0,25.0,2015,-1000.0,-14.0,-3.642857142857143
849,NAUKRI,Mar 2016,78.0,-2.0,-66.0,11.0,2016,76.0,118.0,0.6610169491525424
850,NAUKRI,Mar 2017,213.0,-165.0,-42.0,7.0,2017,48.0,-43.0,-4.953488372093023
851,NAUKRI,Mar 2018,253.0,-149.0,-75.0,29.0,2018,104.0,501.0,0.5049900199600799
852,NAUKRI,Mar 2019,276.0,-59.0,-78.0,138.0,2019,217.0,592.0,0.46621621621621623
853,NAUKRI,Mar 2020,350.0,97.0,-143.0,304.0,2020,447.0,-246.0,-1.4227642276422765
854,NAUKRI,Mar 2021,276.0,-2043.0,1880.0,113.0,2021,-1767.0,1418.0,0.19464033850493653
855,NAUKRI,Mar 2022,707.0,-1177.0,35.0,-435.0,2022,-470.0,12882.0,0.05488278217668064
856,NAUKRI,Mar 2023,512.0,-358.0,2.0,156.0,2023,154.0,-70.0,-7.314285714285714
857,NAUKRI,Mar 2024,702.0,-852.0,120.0,-29.0,2024,-150.0,595.0,1.1798319327731093
858,NESTLEIND,Dec 2013,1796.0,-441.0,-580.0,775.0,2013,1355.0,1117.0,1.6078782452999105
859,NESTLEIND,Dec 2014,1644.0,-432.0,-1635.0,-423.0,2014,1212.0,1185.0,1.3873417721518988
860,NESTLEIND,Dec 2015,1098.0,-70.0,-498.0,529.0,2015,1028.0,563.0,1.9502664298401422
861,NESTLEIND,Dec 2016,1466.0,-126.0,-666.0,674.0,2016,1340.0,1001.0,1.4645354645354645
862,NESTLEIND,Dec 2017,1818.0,-131.0,-997.0,691.0,2017,1687.0,1225.0,1.4840816326530613
863,NESTLEIND,Dec 2018,2052.0,-52.0,-1317.0,683.0,2018,2000.0,1607.0,1.2769135034225265
864,NESTLEIND,Dec 2019,2295.0,83.0,-3602.0,-1223.0,2019,2378.0,1968.0,1.166158536585366
865,NESTLEIND,Dec 2020,2454.0,-321.0,-1956.0,177.0,2020,2133.0,2082.0,1.1786743515850144
866,NESTLEIND,Dec 2021,2236.0,-1920.0,-2020.0,-1704.0,2021,316.0,2118.0,1.0557129367327667
867,NESTLEIND,Dec 2022,2737.0,-392.0,-2123.0,223.0,2022,2345.0,2391.0,1.1447093266415727
868,NESTLEIND,Dec 2023,3392.0,-927.0,-2436.0,29.0,2023,2465.0,2999.0,1.1310436812270757
869,NESTLEIND,Mar 2024,4175.0,-1237.0,-3135.0,-198.0,2024,2938.0,3933.0,1.0615306381896772
870,NHPC,Mar 2013,2846.0,-1330.0,-1344.0,172.0,2013,1516.0,2873.0,0.9906021580229725
871,NHPC,Mar 2014,3824.0,-1122.0,-4536.0,-1834.0,2014,2702.0,1633.0,2.3417023882424983
872,NHPC,Mar 2015,4061.0,-768.0,-2494.0,798.0,2015,3293.0,2798.0,1.4513938527519656
873,NHPC,Mar 2016,5971.0,-746.0,-4000.0,1224.0,2016,5225.0,2365.0,2.5247357293868924
874,NHPC,Mar 2017,8329.0,-1864.0,-7812.0,-1347.0,2017,6465.0,3480.0,2.393390804597701
875,NHPC,Mar 2018,4696.0,-886.0,-3863.0,-53.0,2018,3810.0,2785.0,1.6861759425493716
876,NHPC,Mar 2019,3824.0,-1182.0,-2637.0,5.0,2019,2642.0,2836.0,1.3483779971791254
877,NHPC,Mar 2020,2993.0,-2987.0,12.0,17.0,2020,6.0,3345.0,0.8947683109118086
878,NHPC,Mar 2021,5070.0,-1607.0,-3058.0,405.0,2021,3463.0,3600.0,1.4083333333333334
879,NHPC,Mar 2022,4590.0,-3084.0,-638.0,867.0,2022,1506.0,3774.0,1.2162162162162162
880,NHPC,Mar 2023,4705.0,-4191.0,-795.0,-281.0,2023,514.0,4261.0,1.1042008918094344
881,NHPC,Mar 2024,6938.0,-5968.0,-581.0,388.0,2024,970.0,4028.0,1.7224428997020853
882,NTPC,Mar 2013,16508.0,-16845.0,988.0,651.0,2013,-337.0,12586.0,1.3116160813602415
883,NTPC,Mar 2014,16531.0,-15509.0,-2709.0,-1687.0,2014,1022.0,11403.0,1.4497062176620188
884,NTPC,Mar 2015,14889.0,-15977.0,-1474.0,-2563.0,2015,-1088.0,9992.0,1.4900920736589272
885,NTPC,Mar 2016,24125.0,-19162.0,-3899.0,1064.0,2016,4963.0,10781.0,2.237733048882293
886,NTPC,Mar 2017,20167.0,-24480.0,3138.0,-1176.0,2017,-4313.0,10714.0,1.8823035280940825
887,NTPC,Mar 2018,19670.0,-20678.0,1028.0,19.0,2018,-1008.0,10502.0,1.8729765758903065
888,NTPC,Mar 2019,18686.0,-24063.0,4927.0,-451.0,2019,-5377.0,14034.0,1.331480689753456
889,NTPC,Mar 2020,23890.0,-29628.0,6004.0,266.0,2020,-5738.0,11902.0,2.007225676356915
890,NTPC,Mar 2021,32444.0,-21034.0,-11049.0,360.0,2021,11410.0,14969.0,2.1674126528158193
891,NTPC,Mar 2022,41788.0,-22891.0,-19172.0,-274.0,2022,18897.0,16960.0,2.463915094339623
892,NTPC,Mar 2023,47152.0,-26145.0,-21217.0,-210.0,2023,21007.0,17121.0,2.7540447403773145
893,NTPC,Mar 2024,40785.0,-32141.0,-8246.0,398.0,2024,8644.0,21332.0,1.9119163697731107
894,ONGC,Mar 2013,39874.0,-41220.0,-6927.0,-8273.0,2013,-1346.0,23994.0,1.6618321246978411
895,ONGC,Mar 2014,53270.0,-63633.0,15225.0,4862.0,2014,-10363.0,26665.0,1.9977498593662104
896,ONGC,Mar 2015,33950.0,-30058.0,-10641.0,-6749.0,2015,3892.0,17703.0,1.9177540529853696
897,ONGC,Mar 2016,46292.0,-38256.0,-8972.0,-935.0,2016,8036.0,13102.0,3.533201038009464
898,ONGC,Mar 2017,45780.0,-43815.0,-1867.0,99.0,2017,1965.0,29169.0,1.5694744420446365
899,ONGC,Mar 2018,56792.0,-66798.0,9909.0,-97.0,2018,-10006.0,26068.0,2.178609789780574
900,ONGC,Mar 2019,61458.0,-37132.0,-23324.0,1001.0,2019,24326.0,33938.0,1.8108904472862277
901,ONGC,Mar 2020,70593.0,-53159.0,-16726.0,708.0,2020,17434.0,11456.0,6.162098463687151
902,ONGC,Mar 2021,47185.0,-39141.0,-8239.0,-195.0,2021,8044.0,21360.0,2.2090355805243447
903,ONGC,Mar 2022,78248.0,-41197.0,-35790.0,1261.0,2022,37051.0,49294.0,1.5873737168823792
904,ONGC,Mar 2023,86062.0,-74690.0,-12876.0,-1504.0,2023,11372.0,32778.0,2.625602538287876
905,ONGC,Mar 2024,99263.0,-57203.0,-45650.0,-3591.0,2024,42060.0,57101.0,1.7383758603176827
906,PFC,Mar 2013,-25102.0,22.0,27947.0,2868.0,2013,-25080.0,4438.0,-5.65615141955836
907,PFC,Mar 2014,-22473.0,9.0,17671.0,-4793.0,2014,-22464.0,5462.0,-4.1144269498352255
908,PFC,Mar 2015,-21455.0,-491.0,26916.0,4970.0,2015,-21946.0,6004.0,-3.5734510326449036
909,PFC,Mar 2016,-13298.0,-1973.0,10383.0,-4888.0,2016,-15271.0,6184.0,-2.1503880983182406
910,PFC,Mar 2017,1795.0,-667.0,1950.0,3079.0,2017,1128.0,2236.0,0.802772808586762
911,PFC,Mar 2018,-57148.0,1409.0,52018.0,-3720.0,2018,-55739.0,8797.0,-6.496305558713198
912,PFC,Mar 2019,-80252.0,-13463.0,93616.0,-98.0,2019,-93715.0,12640.0,-6.349050632911393
913,PFC,Mar 2020,-42148.0,-73.0,43399.0,1179.0,2020,-42221.0,9477.0,-4.447398965917484
914,PFC,Mar 2021,-59143.0,1741.0,60424.0,3023.0,2021,-57402.0,15716.0,-3.763234919826928
915,PFC,Mar 2022,4904.0,-547.0,-8371.0,-4014.0,2022,4357.0,18768.0,0.2612958226768968
916,PFC,Mar 2023,-74717.0,-1694.0,75537.0,-874.0,2023,-76411.0,21179.0,-3.527881391944851
917,PFC,Mar 2024,-97820.0,-3409.0,101261.0,32.0,2024,-101229.0,26461.0,-3.6967612713049394
918,PIDILITIND,Mar 2013,472.0,-144.0,-339.0,-12.0,2013,328.0,424.0,1.1132075471698113
919,PIDILITIND,Mar 2014,394.0,-99.0,-242.0,54.0,2014,295.0,450.0,0.8755555555555555
920,PIDILITIND,Mar 2015,552.0,-436.0,-165.0,-49.0,2015,116.0,514.0,1.0739299610894941
921,PIDILITIND,Mar 2016,907.0,-491.0,-371.0,45.0,2016,416.0,807.0,1.123915737298637
922,PIDILITIND,Mar 2017,794.0,-879.0,41.0,-45.0,2017,-85.0,863.0,0.9200463499420626
923,PIDILITIND,Mar 2018,796.0,39.0,-790.0,46.0,2018,835.0,966.0,0.8240165631469979
924,PIDILITIND,Mar 2019,845.0,-513.0,-361.0,-29.0,2019,332.0,928.0,0.9105603448275862
925,PIDILITIND,Mar 2020,1280.0,103.0,-849.0,533.0,2020,1383.0,1122.0,1.1408199643493762
926,PIDILITIND,Mar 2021,1392.0,-1688.0,-76.0,-372.0,2021,-296.0,1126.0,1.236234458259325
927,PIDILITIND,Mar 2022,955.0,-558.0,-468.0,-71.0,2022,397.0,1207.0,0.7912178956089478
928,PIDILITIND,Mar 2023,1558.0,-899.0,-656.0,2.0,2023,659.0,1289.0,1.208688906128782
929,PIDILITIND,Mar 2024,2724.0,-1769.0,-742.0,212.0,2024,955.0,1747.0,1.559244419004007
930,PNB,Mar 2013,-692.0,-600.0,-694.0,-1987.0,2013,-1292.0,5020.0,-0.13784860557768924
931,PNB,Mar 2014,16906.0,-302.0,2129.0,18733.0,2014,16604.0,3674.0,4.601524224278715
932,PNB,Mar 2015,4814.0,-872.0,7451.0,11393.0,2015,3942.0,3525.0,1.3656737588652483
933,PNB,Mar 2016,14167.0,-1352.0,5975.0,18790.0,2016,12815.0,-3510.0,-4.036182336182336
934,PNB,Mar 2017,21938.0,159.0,-9767.0,12330.0,2017,22097.0,1239.0,17.706214689265536
935,PNB,Mar 2018,-1742.0,392.0,7460.0,6109.0,2018,-1350.0,-12111.0,0.14383618198332096
936,PNB,Mar 2019,-33532.0,-629.0,13969.0,-20192.0,2019,-34161.0,-9550.0,3.5112041884816754
937,PNB,Mar 2020,-12793.0,-338.0,13591.0,460.0,2020,-13131.0,485.0,-26.377319587628865
938,PNB,Mar 2021,30950.0,-787.0,5415.0,35579.0,2021,30163.0,2695.0,11.484230055658626
939,PNB,Mar 2022,20032.0,-1204.0,2032.0,20859.0,2022,18828.0,3908.0,5.12589559877175
940,PNB,Mar 2023,22592.0,-732.0,1275.0,23135.0,2023,21860.0,3359.0,6.725811253349211
941,PNB,Mar 2024,-27939.0,-1506.0,3518.0,-25928.0,2024,-29445.0,9157.0,-3.0511084416293546
942,POWERGRID,Mar 2013,11690.0,-22084.0,9962.0,-432.0,2013,-10394.0,4313.0,2.7104103872014838
943,POWERGRID,Mar 2014,15223.0,-26639.0,13712.0,2295.0,2014,-11416.0,4548.0,3.3471855760773965
944,POWERGRID,Mar 2015,15800.0,-24185.0,6399.0,-1986.0,2015,-8385.0,5046.0,3.1311930241775663
945,POWERGRID,Mar 2016,15008.0,-21576.0,5621.0,-948.0,2016,-6568.0,5959.0,2.518543379761705
946,POWERGRID,Mar 2017,21575.0,-23836.0,3959.0,1698.0,2017,-2261.0,7451.0,2.895584485303986
947,POWERGRID,Mar 2018,22710.0,-25701.0,1285.0,-1707.0,2018,-2991.0,8204.0,2.7681618722574353
948,POWERGRID,Mar 2019,23271.0,-18727.0,-2431.0,2113.0,2019,4544.0,10034.0,2.3192146701215868
949,POWERGRID,Mar 2020,30739.0,-10733.0,-18806.0,1199.0,2020,20006.0,11059.0,2.7795460710733337
950,POWERGRID,Mar 2021,29403.0,-9244.0,-20521.0,-362.0,2021,20159.0,12036.0,2.442921236291127
951,POWERGRID,Mar 2022,26124.0,753.0,-28967.0,-2091.0,2022,26877.0,16824.0,1.5527817403708988
952,POWERGRID,Mar 2023,40203.0,-7138.0,-30450.0,2615.0,2023,33065.0,15420.0,2.6071984435797666
953,POWERGRID,Mar 2024,37290.0,-13114.0,-25903.0,-1728.0,2024,24176.0,15573.0,2.394528992486997
954,RECLTD,Mar 2013,-20059.0,152.0,16059.0,-3847.0,2013,-19907.0,3833.0,-5.233237672841117
955,RECLTD,Mar 2014,-17244.0,136.0,16815.0,-293.0,2014,-17108.0,4741.0,-3.6372073402235814
956,RECLTD,Mar 2015,-23898.0,151.0,23098.0,-649.0,2015,-23747.0,5344.0,-4.4719311377245505
957,RECLTD,Mar 2016,-13278.0,-756.0,15291.0,1257.0,2016,-14034.0,5691.0,-2.3331576172904587
958,RECLTD,Mar 2017,6805.0,-101.0,-3947.0,2757.0,2017,6704.0,6313.0,1.0779344210359576
959,RECLTD,Mar 2018,-32510.0,46.0,28244.0,-4220.0,2018,-32464.0,4451.0,-7.303976634464165
960,RECLTD,Mar 2019,-35866.0,457.0,35543.0,134.0,2019,-35409.0,5741.0,-6.247343668350462
961,RECLTD,Mar 2020,-32712.0,121.0,33926.0,1336.0,2020,-32591.0,4972.0,-6.579243765084473
962,RECLTD,Mar 2021,-43512.0,861.0,42113.0,-538.0,2021,-42651.0,8378.0,-5.1936022917164
963,RECLTD,Mar 2022,-819.0,-287.0,68.0,-1038.0,2022,-1106.0,10036.0,-0.08160621761658031
964,RECLTD,Mar 2023,-37360.0,-943.0,38123.0,-180.0,2023,-38303.0,11167.0,-3.3455717739768964
965,RECLTD,Mar 2024,-57723.0,-1831.0,59588.0,34.0,2024,-59554.0,14145.0,-4.0808059384941675
966,RELIANCE,Mar 2013,36918.0,-27601.0,408.0,9725.0,2013,9317.0,20886.0,1.7675955185291583
967,RELIANCE,Mar 2014,43261.0,-73070.0,13713.0,-16096.0,2014,-29809.0,22548.0,1.9186180592513749
968,RELIANCE,Mar 2015,34374.0,-64706.0,8444.0,-21888.0,2015,-30332.0,23640.0,1.4540609137055838
969,RELIANCE,Mar 2016,38134.0,-36186.0,-3210.0,-1262.0,2016,1948.0,29861.0,1.2770503332105423
970,RELIANCE,Mar 2017,49550.0,-66201.0,8617.0,-8034.0,2017,-16651.0,29833.0,1.6609124124291892
971,RELIANCE,Mar 2018,71459.0,-68192.0,-2001.0,1266.0,2018,3267.0,36080.0,1.980570953436807
972,RELIANCE,Mar 2019,42346.0,-94507.0,55906.0,3745.0,2019,-52161.0,39837.0,1.0629816502246656
973,RELIANCE,Mar 2020,94877.0,-72497.0,-2541.0,19839.0,2020,22380.0,39880.0,2.379062186559679
974,RELIANCE,Mar 2021,26958.0,-142385.0,101904.0,-13523.0,2021,-115427.0,53739.0,0.5016468486573996
975,RELIANCE,Mar 2022,110654.0,-109162.0,17289.0,18781.0,2022,1492.0,67845.0,1.6309823863217627
976,RELIANCE,Mar 2023,115032.0,-93001.0,10455.0,32486.0,2023,22031.0,74088.0,1.5526401036605118
977,RELIANCE,Mar 2024,158788.0,-113581.0,-16646.0,28561.0,2024,45207.0,79020.0,2.00946595798532
978,SBILIFE,Mar 2013,1130.0,-227.0,-58.0,845.0,2013,903.0,630.0,1.7936507936507937
979,SBILIFE,Mar 2014,166.0,-708.0,-58.0,-600.0,2014,-542.0,728.0,0.22802197802197802
980,SBILIFE,Mar 2015,2711.0,-178.0,-117.0,2416.0,2015,2533.0,815.0,3.3263803680981594
981,SBILIFE,Mar 2016,5778.0,-7204.0,-144.0,-1570.0,2016,-1426.0,844.0,6.845971563981043
982,SBILIFE,Mar 2017,8525.0,-9032.0,-144.0,-651.0,2017,-507.0,955.0,8.926701570680628
983,SBILIFE,Mar 2018,10395.0,-8910.0,-221.0,1264.0,2018,1485.0,1150.0,9.039130434782608
984,SBILIFE,Mar 2019,13473.0,-13552.0,-241.0,-321.0,2019,-79.0,1327.0,10.152976639035419
985,SBILIFE,Mar 2020,19299.0,-16986.0,-198.0,2114.0,2020,2313.0,1422.0,13.571729957805907
986,SBILIFE,Mar 2021,23878.0,-19203.0,3.0,4677.0,2021,4675.0,1456.0,16.399725274725274
987,SBILIFE,Mar 2022,21852.0,-21611.0,-231.0,10.0,2022,241.0,1506.0,14.50996015936255
988,SBILIFE,Mar 2023,28656.0,-30203.0,-415.0,-1962.0,2023,-1547.0,1721.0,16.650784427658337
989,SBILIFE,Mar 2024,29122.0,-31221.0,-227.0,-2327.0,2024,-2099.0,1894.0,15.375923970432947
990,SBIN,Mar 2013,24332.0,-2271.0,-4424.0,17637.0,2013,22061.0,18555.0,1.3113446510374562
991,SBIN,Mar 2014,19142.0,-791.0,3583.0,21934.0,2014,18351.0,14807.0,1.2927669345579793
992,SBIN,Mar 2015,26297.0,-3424.0,-1553.0,21320.0,2015,22873.0,17832.0,1.4747083894122925
993,SBIN,Mar 2016,14477.0,-2747.0,4348.0,16078.0,2016,11730.0,13019.0,1.1119901682156847
994,SBIN,Mar 2017,77406.0,-4572.0,-4196.0,68638.0,2017,72834.0,-97.0,-798.0
995,SBIN,Mar 2018,-96508.0,13053.0,5547.0,-77908.0,2018,-83455.0,-3749.0,25.742331288343557
996,SBIN,Mar 2019,29556.0,220.0,448.0,30223.0,2019,29776.0,3351.0,8.820053715308863
997,SBIN,Mar 2020,23929.0,-555.0,5430.0,28803.0,2020,23374.0,21140.0,1.1319299905392621
998,SBIN,Mar 2021,89919.0,-3670.0,7143.0,93392.0,2021,86249.0,23888.0,3.764191225720027
999,SBIN,Mar 2022,57695.0,-2652.0,-3845.0,51198.0,2022,55043.0,37183.0,1.5516499475566792
1000,SBIN,Mar 2023,-86014.0,-966.0,6386.0,-80593.0,2023,-86980.0,57750.0,-1.4894199134199133
1001,SBIN,Mar 2024,21632.0,-3476.0,-9896.0,8260.0,2024,18156.0,69543.0,0.31105934457817463
1002,SHREECEM,Jun 2013,1260.0,-270.0,-982.0,8.0,2013,990.0,1004.0,1.254980079681275
1003,SHREECEM,Jun 2014,1401.0,-1234.0,-156.0,11.0,2014,167.0,787.0,1.7801778907242694
1004,SHREECEM,Jun 2015,1239.0,-990.0,-259.0,-10.0,2015,249.0,426.0,2.908450704225352
1005,SHREECEM,Mar 2016,1566.0,-1265.0,-271.0,31.0,2016,301.0,1143.0,1.3700787401574803
1006,SHREECEM,Mar 2017,2202.0,-2048.0,-167.0,-13.0,2017,154.0,1339.0,1.6445108289768484
1007,SHREECEM,Mar 2018,1879.0,-3595.0,1726.0,10.0,2018,-1716.0,1384.0,1.3576589595375723
1008,SHREECEM,Mar 2019,2080.0,-720.0,-1276.0,84.0,2019,1360.0,1015.0,2.0492610837438425
1009,SHREECEM,Mar 2020,3973.0,-5590.0,1581.0,-36.0,2020,-1617.0,1544.0,2.573186528497409
1010,SHREECEM,Mar 2021,4254.0,-2651.0,-1233.0,370.0,2021,1603.0,2337.0,1.8202824133504494
1011,SHREECEM,Mar 2022,2668.0,-2143.0,-849.0,-324.0,2022,525.0,1269.0,2.102442868400315
1012,SHREECEM,Mar 2023,2569.0,-2405.0,-277.0,-113.0,2023,164.0,2369.0,1.084423807513719
1013,SHREECEM,Mar 2024,3347.0,-1418.0,-1710.0,220.0,2024,1929.0,1733.0,1.93133294864397
1014,SHRIRAMFIN,Mar 2013,-8359.0,-41.0,9060.0,661.0,2013,-8400.0,1463.0,-5.713602187286398
1015,SHRIRAMFIN,Mar 2014,-4055.0,-112.0,5010.0,843.0,2014,-4167.0,1358.0,-2.9860088365243005
1016,SHRIRAMFIN,Mar 2015,-9611.0,-45.0,7836.0,-1819.0,2015,-9656.0,1028.0,-9.349221789883268
1017,SHRIRAMFIN,Mar 2016,-5507.0,-36.0,2822.0,-2721.0,2016,-5543.0,1184.0,-4.6511824324324325
